Rtc Date,Rtc Time,BMP Temp(C),BMP Pres(mb),SHT25 Temp(C),SHT25 Humidity,CO2(ADC VAL),Wind Speed(mph),Wind Direction(deg),Quad-Aux-1(microVolts),Quad-Main-1(microVolts),Quad-Aux-2(microVolts),Quad-Main-2(microVolts),Quad-Aux-3(microVolts),Quad-Main-3(microVolts),Quad-Aux-4(microVolts),Quad-Main-4(microVolts),Fig 210 Heat(milliVolts),Fig 210 Sens(milliVolts),Fig 280 Heat(milliVolts),Fig 280 Sens(milliVolts),BL Moccon sens(milliVolts),ADC2 Channel-2(empty),E2VO3 Heat(milliVolts),E2VO3 Sens(milliVolts),GPS Date,GPS Time(UTC),Latitude,Longitude,Fix Quality,Altitude(meters above sea level),Statellites
1/20/2016,18:20,33.97,830.09,34.27,1.26,49,0,-1,140.63,5421.88,6078.13,-5593.75,218.75,250,-437.5,2656.25,526.5,351.1875,526.5,1449.375,48.9375,532.125,3043.5,1076.0625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:20,33.98,830.09,34.29,1.26,49,0,-1,265.63,6078.13,5734.38,-5687.5,187.5,250,-234.38,2781.25,526.6875,351,526.3125,1449.5625,48.75,532.125,3044.625,1077.9375,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:20,33.97,830.07,34.27,1.26,48,0,-1,234.38,5609.38,5765.63,-5609.38,0,250,-359.38,2812.5,526.875,351,526.6875,1449.9375,48.75,532.5,3042.9375,1075.875,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:20,33.99,830.05,34.29,1.26,49,0,-1,203.13,5593.75,5812.5,-5875,15.63,234.38,-359.38,2703.13,525.9375,351,525.9375,1449.375,48.9375,533.25,3043.5,1075.125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:21,33.98,830.04,34.3,1.26,48,0,-1,156.25,5609.38,5609.38,-5812.5,343.75,250,-281.25,2796.88,526.6875,350.8125,526.6875,1449.9375,48.9375,532.3125,3043.6875,1072.125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:21,33.99,830.03,34.29,1.26,47,0,-1,140.63,5296.88,5750,-5671.88,171.88,250,-78.13,2937.5,526.875,350.8125,526.3125,1450.125,48.75,532.6875,3044.4375,1075.125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:21,33.98,830.05,34.29,1.26,51,0,-1,171.88,5203.13,5859.38,-5687.5,93.75,234.38,-250,2812.5,526.125,350.8125,526.3125,1450.3125,48.75,532.6875,3044.625,1074.5625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:21,33.99,830.1,34.29,1.26,51,0,-1,218.75,6187.5,5906.25,-5906.25,281.25,234.38,-250,2656.25,526.6875,350.8125,526.5,1449.9375,48.75,532.875,3043.875,1072.125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:22,33.99,830.08,34.27,1.26,55,0,-1,156.25,6171.88,5859.38,-5671.88,93.75,234.38,-93.75,2687.5,526.5,350.625,526.5,1450.5,48.75,532.5,3044.4375,1072.5,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:22,34,830.06,34.31,1.26,58,0,-1,156.25,5703.13,5656.25,-5562.5,250,250,-453.13,2718.75,526.3125,350.8125,526.125,1450.875,48.75,532.125,3044.4375,1072.6875,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:22,34.01,830.07,34.3,1.26,52,0,-1,171.88,5187.5,5671.88,-5796.88,406.25,250,-187.5,2812.5,526.6875,351,526.6875,1451.4375,48.75,532.5,3043.875,1069.125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:22,34,829.99,34.31,1.26,46,0,-1,187.5,5437.5,5921.88,-5796.88,312.5,234.38,-125,2859.38,526.3125,351,526.5,1451.625,48.5625,532.6875,3044.625,1071.5625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:22,34.03,830.1,34.33,1.26,50,0,-1,171.88,5609.38,5531.25,-5859.38,187.5,234.38,-406.25,2812.5,525.9375,351,526.5,1451.25,48.75,532.5,3044.4375,1070.4375,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:23,34.03,830.05,34.32,1.26,53,0,-1,203.13,6046.88,5593.75,-5937.5,78.13,250,-93.75,2531.25,526.3125,351,526.3125,1452,48.75,532.6875,3044.4375,1070.4375,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:23,34.03,830.07,34.32,1.26,58,0,-1,171.88,4937.5,5468.75,-5890.63,203.13,250,-125,2812.5,526.6875,351,526.5,1451.625,48.75,532.875,3044.25,1070.0625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:23,34.03,830.02,34.33,1.26,58,0,-1,234.38,4906.25,5593.75,-5828.13,140.63,250,-296.88,2671.88,525.9375,350.8125,526.6875,1450.5,48.75,532.5,3044.0625,1068.9375,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:23,34.03,830.05,34.34,1.26,53,0,-1,234.38,5703.13,5703.13,-6078.13,375,250,-296.88,2796.88,526.5,350.8125,526.6875,1450.875,48.75,532.5,3044.25,1068.1875,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:23,34.03,830.06,34.33,1.26,54,0,-1,187.5,5968.75,5781.25,-5937.5,421.88,234.38,0,2687.5,526.3125,350.8125,526.5,1450.3125,48.75,532.5,3043.5,1067.0625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:24,34.02,830.06,34.33,1.26,53,0,-1,125,5453.13,5625,-5843.75,312.5,265.63,-265.63,2781.25,525.9375,351,526.5,1450.3125,48.75,532.5,3044.25,1068.5625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:24,34.01,829.99,34.33,1.26,49,0,-1,234.38,6015.63,5671.88,-5890.63,250,250,-203.13,2671.88,526.5,351.1875,526.6875,1449.75,48.75,532.5,3044.4375,1068.1875,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:24,34.03,830.03,34.34,1.26,49,0,-1,140.63,5093.75,5625,-5687.5,296.88,265.63,-312.5,2828.13,525.9375,351.1875,526.5,1450.3125,48.75,532.875,3044.25,1065.9375,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:24,34.03,830.04,34.34,1.22,51,0,-1,109.38,5078.13,5750,-5890.63,171.88,250,-328.13,2875,526.6875,351.1875,526.125,1450.6875,48.75,532.5,3043.5,1064.625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:24,34.05,830.06,34.35,1.26,50,0,-1,125,5796.88,5593.75,-5609.38,31.25,250,-484.38,2984.38,526.3125,351.375,526.6875,1451.0625,48.75,531.9375,3043.3125,1065,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:25,34.02,829.97,34.34,1.22,49,0,-1,171.88,5421.88,5593.75,-6046.88,312.5,234.38,-171.88,2875,525.9375,351.1875,526.3125,1452.375,48.5625,532.5,3044.25,1064.4375,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:25,34.03,829.95,34.36,1.22,51,0,-1,218.75,5593.75,5671.88,-6125,0,250,-375,3015.63,526.3125,351.375,526.5,1452,48.75,532.5,3044.625,1064.8125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:25,34.04,829.99,34.35,1.22,51,0,-1,156.25,5296.88,5640.63,-6265.63,78.13,250,-15.63,2750,526.3125,351.375,526.5,1452,48.75,531.9375,3044.4375,1064.625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:25,34.05,829.94,34.35,1.22,46,0,-1,171.88,5453.13,5500,-6187.5,109.38,234.38,-484.38,2921.88,526.125,351.1875,526.125,1451.8125,48.75,532.5,3043.875,1062.9375,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:26,34.05,829.95,34.37,1.22,45,0,-1,234.38,5328.13,5609.38,-6250,515.63,250,-359.38,2812.5,526.6875,351.1875,526.125,1452.9375,48.75,532.125,3043.6875,1061.625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:26,34.05,829.93,34.37,1.22,48,0,-1,187.5,5843.75,5453.13,-6109.38,234.38,250,-296.88,3062.5,526.6875,351.375,526.6875,1453.5,48.5625,532.125,3044.4375,1062.5625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:26,34.03,829.96,34.36,1.22,48,0,-1,125,5125,5453.13,-6171.88,140.63,250,-156.25,2968.75,526.6875,351.375,526.5,1452.9375,48.75,532.5,3044.625,1061.625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:26,34.05,829.9,34.38,1.22,44,0,-1,187.5,5421.88,5453.13,-6328.13,203.13,250,-156.25,2671.88,526.6875,351.5625,526.5,1452.1875,48.75,531.9375,3044.4375,1062,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:26,34.05,829.87,34.37,1.22,49,0,-1,203.13,4812.5,5515.63,-6093.75,203.13,250,-281.25,2796.88,526.5,351.75,526.5,1452.1875,48.75,532.5,3044.625,1062.1875,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:27,34.07,829.92,34.38,1.22,54,0,-1,187.5,5328.13,5562.5,-6109.38,187.5,234.38,-531.25,2734.38,526.5,351.9375,526.3125,1452,48.75,532.125,3044.4375,1061.4375,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:27,34.07,829.9,34.39,1.22,53,0,-1,171.88,5875,5453.13,-6109.38,250,250,-375,2953.13,526.3125,351.75,526.5,1451.8125,48.75,532.5,3044.25,1061.0625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:27,34.07,829.89,34.38,1.22,45,0,-1,281.25,5703.13,5484.38,-6218.75,93.75,250,-171.88,2765.63,526.6875,351.9375,526.3125,1451.8125,48.75,532.3125,3044.4375,1061.25,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:27,34.07,829.87,34.38,1.22,41,0,-1,203.13,5000,5484.38,-5875,406.25,250,-187.5,2828.13,526.5,351.75,526.5,1452.1875,48.75,531.9375,3044.25,1061.8125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:27,34.08,829.89,34.39,1.22,36,0,-1,265.63,5703.13,5500,-5984.38,296.88,250,-328.13,3015.63,526.6875,351.5625,526.3125,1452.1875,48.75,531.9375,3044.25,1059,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:28,34.06,829.86,34.37,1.22,26,0,-1,328.13,4640.63,5328.13,-6125,343.75,250,-375,3062.5,526.6875,351.5625,526.125,1451.25,48.5625,532.5,3043.5,1059,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:28,34.05,829.86,34.37,1.22,15,0,-1,265.63,6156.25,5390.63,-6375,203.13,250,-93.75,2953.13,526.125,351.75,526.5,1451.0625,48.75,531.9375,3043.875,1059.5625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:28,34.08,829.84,34.39,1.22,6,0,-1,187.5,4921.88,5484.38,-6093.75,78.13,250,-187.5,3062.5,526.3125,351.5625,526.3125,1451.0625,48.5625,531.75,3044.4375,1060.5,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:28,34.1,829.9,34.4,1.22,4,0,-1,234.38,5171.88,5359.38,-6031.25,140.63,250,0,2703.13,526.5,351.75,526.125,1451.8125,48.5625,532.125,3044.25,1060.6875,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:28,34.09,829.87,34.39,1.22,18,0,-1,171.88,5203.13,5515.63,-5968.75,250,250,-109.38,3171.88,526.5,351.75,526.5,1452.375,48.75,532.5,3043.6875,1058.4375,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:29,34.09,829.89,34.39,1.22,37,0,-1,265.63,5859.38,5453.13,-6265.63,296.88,250,-281.25,2703.13,526.6875,351.5625,526.3125,1452.9375,48.5625,532.3125,3043.5,1057.125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:29,34.1,829.87,34.4,1.22,46,0,-1,187.5,5765.63,5265.63,-6031.25,187.5,250,-187.5,2921.88,526.6875,351.75,526.5,1453.125,48.5625,532.125,3044.25,1059,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:29,34.08,829.85,34.38,1.22,53,0,-1,218.75,4890.63,5562.5,-6328.13,343.75,234.38,-109.38,2859.38,525.9375,351.5625,526.5,1452.9375,48.5625,532.125,3044.25,1058.0625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:29,34.1,829.83,34.4,1.22,60,0,-1,203.13,5484.38,5421.88,-6265.63,281.25,250,-93.75,2937.5,526.6875,351.5625,526.5,1453.125,48.75,532.3125,3043.5,1057.5,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:30,34.11,829.84,34.41,1.22,63,0,-1,140.63,4765.63,5359.38,-6093.75,46.88,234.38,-218.75,2812.5,526.6875,351.75,526.3125,1453.6875,48.5625,531.9375,3044.4375,1057.6875,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:30,34.1,829.81,34.41,1.22,75,0,-1,171.88,5593.75,5375,-6156.25,359.38,234.38,-140.63,2765.63,526.6875,351.9375,525.9375,1453.3125,48.75,532.5,3044.0625,1056.1875,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:30,34.11,829.91,34.42,1.22,86,0,-1,203.13,5593.75,5296.88,-6015.63,250,250,-281.25,2843.75,526.5,351.9375,526.5,1454.8125,48.75,532.5,3044.0625,1057.5,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:30,34.1,829.8,34.44,1.22,91,0,-1,156.25,5578.13,5453.13,-6281.25,328.13,250,-312.5,3015.63,526.125,352.125,525.75,1455.375,48.5625,531.9375,3044.25,1056,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:30,34.1,829.85,34.41,1.22,97,0,-1,250,5890.63,5343.75,-6234.38,203.13,250,-78.13,3078.13,526.6875,352.125,526.3125,1455.75,48.75,532.3125,3043.875,1055.0625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:31,34.1,829.68,34.41,1.22,104,0,-1,187.5,5031.25,5265.63,-6171.88,296.88,250,-328.13,3046.88,526.125,351.9375,526.5,1455.9375,48.75,532.125,3044.4375,1055.4375,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:31,34.11,829.83,34.41,1.22,115,0,-1,265.63,5718.75,5390.63,-6328.13,343.75,250,-359.38,2828.13,526.6875,352.3125,526.6875,1455.75,48.9375,531.9375,3044.0625,1056.5625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:31,34.09,829.79,34.41,1.22,123,0,-1,171.88,4640.63,5406.25,-6453.13,281.25,250,-140.63,3203.13,526.5,352.125,526.5,1455.9375,48.75,531.9375,3044.0625,1056.75,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:31,34.1,829.79,34.45,1.18,125,0,-1,203.13,4671.88,5343.75,-6296.88,171.88,250,-93.75,2734.38,525.9375,352.3125,526.5,1455.9375,48.5625,532.125,3041.625,1053.1875,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:31,34.11,829.78,34.45,1.22,128,0,-1,203.13,5281.25,5093.75,-6250,218.75,250,-171.88,2906.25,525.9375,352.3125,525.9375,1455.5625,48.5625,531.75,3044.25,1056,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:32,34.12,829.84,34.44,1.22,132,0,-1,171.88,5125,5187.5,-6296.88,203.13,250,-265.63,3000,526.6875,352.5,526.5,1455,48.5625,531.5625,3043.3125,1053.5625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:32,34.11,829.85,34.42,1.18,130,0,-1,156.25,4968.75,5125,-6265.63,312.5,250,-187.5,3062.5,526.6875,352.5,525.9375,1455.75,48.5625,531.9375,3043.6875,1054.3125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:32,34.11,829.84,34.44,1.18,130,0,-1,234.38,4656.25,5359.38,-6296.88,0,250,-203.13,3015.63,526.5,352.6875,526.3125,1455.9375,48.5625,532.125,3043.3125,1052.625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:32,34.14,829.87,34.46,1.18,128,0,-1,140.63,5656.25,5187.5,-6468.75,250,234.38,-203.13,3046.88,526.125,352.6875,526.3125,1456.3125,48.5625,531.5625,3043.6875,1053.1875,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:32,34.12,829.85,34.46,1.18,122,0,-1,218.75,5468.75,5296.88,-6265.63,109.38,250,-140.63,2984.38,526.125,352.6875,526.3125,1456.6875,48.5625,531.5625,3043.875,1053.75,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:33,34.13,829.75,34.46,1.18,122,0,-1,125,5468.75,5265.63,-6281.25,250,250,-203.13,2875,526.3125,352.6875,526.5,1456.6875,48.5625,531.5625,3043.3125,1053.1875,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:33,34.16,829.77,34.48,1.22,127,0,-1,203.13,5531.25,5218.75,-6328.13,156.25,250,-203.13,2968.75,526.5,352.6875,526.5,1456.3125,48.5625,531.9375,3043.125,1051.875,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:33,34.15,829.81,34.48,1.18,131,0,-1,218.75,5421.88,5203.13,-6390.63,218.75,250,-156.25,2890.63,526.6875,352.875,526.125,1456.5,48.5625,531.9375,3044.0625,1053,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:33,34.16,829.79,34.49,1.18,134,0,-1,265.63,5656.25,5375,-6421.88,265.63,234.38,-140.63,2953.13,526.125,353.0625,526.125,1455.75,48.5625,531.9375,3043.6875,1052.0625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:34,34.15,829.79,34.46,1.18,137,0,-1,187.5,5296.88,5046.88,-6484.38,109.38,234.38,-218.75,2718.75,526.125,353.25,526.5,1456.6875,48.5625,531.75,3043.3125,1052.4375,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:34,34.15,829.77,34.46,1.18,154,0,-1,171.88,5281.25,5203.13,-6234.38,468.75,250,-156.25,3093.75,526.5,353.25,526.3125,1456.3125,48.5625,531.375,3042.75,1051.6875,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:34,34.16,829.83,34.48,1.18,186,0,-1,156.25,4703.13,5421.88,-6375,171.88,250,-171.88,3062.5,526.3125,353.4375,526.5,1455.375,48.5625,531.5625,3044.0625,1051.875,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:34,34.16,829.78,34.48,1.18,213,0,-1,156.25,4875,5156.25,-6281.25,453.13,250,109.38,3125,526.5,353.625,526.5,1455.5625,48.5625,531.375,3043.3125,1050.75,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:34,34.18,829.8,34.48,1.18,241,0,-1,250,4859.38,5156.25,-6312.5,0,250,-375,2968.75,526.125,353.8125,526.5,1455.75,48.5625,531.5625,3042,1051.6875,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:35,34.17,829.81,34.48,1.18,264,0,-1,156.25,5046.88,5312.5,-6343.75,375,250,-171.88,2937.5,526.5,353.8125,525.9375,1455.75,48.5625,531.9375,3044.25,1051.6875,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:35,34.17,829.76,34.49,1.18,279,0,-1,218.75,5750,5062.5,-6515.63,203.13,250,-203.13,3187.5,525.75,353.8125,526.3125,1455.75,48.5625,531.9375,3043.3125,1050.5625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:35,34.18,829.75,34.48,1.18,288,0,-1,250,5140.63,4906.25,-6468.75,234.38,234.38,-265.63,2953.13,526.125,354,526.5,1455.9375,48.5625,531.5625,3042.5625,1050.75,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:35,34.16,829.77,34.48,1.18,289,0,-1,234.38,4718.75,5046.88,-6250,359.38,250,-234.38,3109.38,525.5625,354.1875,526.5,1455.5625,48.5625,531.75,3044.25,1050.9375,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:35,34.18,829.73,34.5,1.18,288,0,-1,234.38,5656.25,5062.5,-6359.38,234.38,250,-31.25,2921.88,526.5,354.1875,526.3125,1454.625,48.5625,531.9375,3042.75,1051.3125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:36,34.18,829.74,34.51,1.18,299,0,-1,234.38,5171.88,5000,-6437.5,125,250,-140.63,3125,525.9375,354.1875,526.3125,1453.6875,48.375,532.125,3044.4375,1051.875,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:36,34.19,829.75,34.5,1.18,311,0,-1,203.13,5265.63,4984.38,-6218.75,250,250,-171.88,3156.25,526.125,354.375,526.125,1453.875,48.5625,531.375,3043.875,1050.375,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:36,34.21,829.76,34.52,1.18,309,0,-1,187.5,4890.63,5093.75,-6406.25,218.75,250,-296.88,2875,526.5,354.375,526.3125,1454.4375,48.5625,531.1875,3043.6875,1048.5,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:36,34.19,829.76,34.51,1.18,298,0,-1,203.13,5078.13,4750,-6437.5,328.13,234.38,-203.13,3000,526.125,354.375,526.3125,1454.8125,48.5625,531.375,3044.25,1050.375,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:36,34.19,829.76,34.51,1.18,294,0,-1,218.75,5031.25,5015.63,-6437.5,234.38,250,78.13,2875,526.125,354.1875,526.3125,1454.625,48.5625,531.9375,3043.5,1049.8125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:37,34.19,829.71,34.53,1.18,288,0,-1,156.25,5015.63,4968.75,-6531.25,343.75,250,-359.38,2953.13,526.125,354.375,526.3125,1454.625,48.5625,531.9375,3043.125,1048.3125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:37,34.21,829.73,34.53,1.18,286,0,-1,171.88,5390.63,4812.5,-6531.25,203.13,250,-359.38,2953.13,526.125,354.5625,526.3125,1455,48.5625,531.375,3042.9375,1048.5,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:37,34.21,829.73,34.52,1.18,283,0,-1,250,4671.88,4750,-6578.13,203.13,250,-281.25,3187.5,526.125,353.8125,526.5,1454.25,48.5625,531.75,3043.6875,1049.0625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:37,34.2,829.71,34.52,1.18,272,0,-1,140.63,4953.13,4750,-6484.38,250,250,-265.63,3062.5,526.125,354.75,526.125,1454.625,48.5625,531.5625,3044.25,1049.8125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:38,34.22,829.75,34.53,1.18,267,0,-1,218.75,4937.5,4890.63,-6515.63,312.5,250,-187.5,3218.75,526.125,354.5625,526.3125,1455.375,48.5625,531.75,3043.875,1049.25,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:38,34.21,829.73,34.53,1.18,262,0,-1,187.5,5203.13,4906.25,-6468.75,234.38,250,93.75,3046.88,526.3125,354.375,526.3125,1456.125,48.5625,531.5625,3044.0625,1048.5,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:38,34.24,829.79,34.54,1.18,253,0,-1,234.38,5406.25,4812.5,-6406.25,109.38,250,109.38,2843.75,526.5,354.75,526.3125,1457.25,48.5625,531.75,3043.875,1047.9375,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:38,34.24,829.76,34.56,1.18,248,0,-1,250,5406.25,4718.75,-6484.38,-15.63,250,-31.25,3171.88,526.6875,354.9375,526.125,1456.6875,48.5625,531.75,3044.25,1049.0625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:38,34.21,829.71,34.54,1.18,251,0,-1,234.38,4578.13,4984.38,-6562.5,125,250,-171.88,3031.25,526.5,354.75,526.3125,1456.125,48.5625,531.75,3043.875,1048.5,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:39,34.23,829.74,34.54,1.18,250,0,-1,140.63,5062.5,4937.5,-6468.75,437.5,250,-312.5,3234.38,525.9375,354.75,526.3125,1455,48.375,531.375,3043.3125,1048.125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:39,34.22,829.69,34.52,1.18,238,0,-1,171.88,5078.13,4625,-6687.5,218.75,250,-234.38,2984.38,526.5,354.75,526.3125,1455,48.5625,531.1875,3043.125,1047.5625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:39,34.22,829.68,34.53,1.18,218,0,-1,203.13,4656.25,4625,-6453.13,78.13,250,0,3328.13,526.125,354.75,525.75,1454.8125,48.5625,531.5625,3043.875,1048.3125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:39,34.22,829.73,34.54,1.18,196,0,-1,140.63,4468.75,4718.75,-6468.75,265.63,250,-234.38,3109.38,525.75,354.75,526.3125,1456.3125,48.5625,531.1875,3043.5,1046.8125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:39,34.24,829.67,34.56,1.14,187,0,-1,218.75,5421.88,4718.75,-6468.75,421.88,250,-109.38,3046.88,526.6875,354.9375,525.75,1456.5,48.5625,531.5625,3042.9375,1046.625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:40,34.24,829.7,34.55,1.18,188,0,-1,156.25,5312.5,4578.13,-6546.88,187.5,250,-140.63,3171.88,526.5,355.125,526.5,1457.0625,48.5625,531.75,3044.0625,1048.125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:40,34.24,829.67,34.55,1.14,188,0,-1,234.38,4421.88,4703.13,-6500,156.25,250,-93.75,3078.13,525.75,355.3125,526.3125,1457.0625,48.5625,531.375,3042.75,1047,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:40,34.23,829.67,34.55,1.14,190,0,-1,171.88,5031.25,4640.63,-6625,156.25,234.38,-140.63,3390.63,525.75,355.3125,526.3125,1456.6875,48.5625,531.5625,3044.25,1046.625,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:40,34.24,829.64,34.55,1.18,195,0,-1,234.38,5171.88,4609.38,-6500,250,250,-93.75,3203.13,526.125,355.3125,526.3125,1456.6875,48.5625,530.8125,3044.0625,1047.75,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:41,34.25,829.71,34.55,1.14,191,0,-1,234.38,5031.25,4671.88,-6609.38,156.25,250,-15.63,3015.63,526.125,355.3125,526.3125,1456.5,48.375,531.9375,3042.9375,1046.8125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:41,34.26,829.68,34.56,1.14,192,0,-1,140.63,4812.5,4796.88,-6562.5,265.63,250,-156.25,2984.38,525.9375,355.3125,526.125,1456.5,48.5625,531.75,3043.3125,1045.125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:41,34.25,829.63,34.57,1.14,187,0,-1,140.63,4531.25,4531.25,-6625,156.25,250,-171.88,3312.5,526.125,355.5,526.3125,1456.875,48.375,531.1875,3043.875,1045.3125,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:42,34.26,829.67,34.59,1.14,182,0,-1,218.75,4750,4453.13,-6640.63,156.25,250,-234.38,3093.75,525.75,355.6875,526.3125,1455.9375,48.375,531.75,3043.125,1044.75,,,4000.40913 N,10515.77222 W,7, ,0
1/20/2016,18:42,34.28,829.6,34.59,1.14,175,0,-1,218.75,4890.63,4718.75,-6718.75,281.25,250,-265.63,2906.25,525.9375,356.0625,526.3125,1454.4375,48.375,531.1875,3042.375,1045.6875,,,4000.40913 N,10515.77222 W,7, ,0
